NUMBERS;RECORDS
18970;WFDBRecords/19/199/JS19370
18971;WFDBRecords/19/199/JS19371
18972;WFDBRecords/19/199/JS19372
18973;WFDBRecords/19/199/JS19373
18974;WFDBRecords/19/199/JS19374
18975;WFDBRecords/19/199/JS19375
18976;WFDBRecords/19/199/JS19376
18977;WFDBRecords/19/199/JS19377
18978;WFDBRecords/19/199/JS19378
18979;WFDBRecords/19/199/JS19379
18980;WFDBRecords/19/199/JS19380
18981;WFDBRecords/19/199/JS19381
18982;WFDBRecords/19/199/JS19382
18983;WFDBRecords/19/199/JS19383
18984;WFDBRecords/19/199/JS19384
18985;WFDBRecords/19/199/JS19385
18986;WFDBRecords/19/199/JS19386
18987;WFDBRecords/19/199/JS19387
18988;WFDBRecords/19/199/JS19388
18989;WFDBRecords/19/199/JS19389
18990;WFDBRecords/19/199/JS19390
18991;WFDBRecords/19/199/JS19391
18992;WFDBRecords/19/199/JS19392
18993;WFDBRecords/19/199/JS19393
18994;WFDBRecords/19/199/JS19394
18995;WFDBRecords/19/199/JS19395
18996;WFDBRecords/19/199/JS19396
18997;WFDBRecords/19/199/JS19397
18998;WFDBRecords/19/199/JS19398
18999;WFDBRecords/19/199/JS19399
19000;WFDBRecords/20/200/JS19400
19001;WFDBRecords/20/200/JS19401
19002;WFDBRecords/20/200/JS19402
19003;WFDBRecords/20/200/JS19403
19004;WFDBRecords/20/200/JS19404
19005;WFDBRecords/20/200/JS19405
19006;WFDBRecords/20/200/JS19406
19007;WFDBRecords/20/200/JS19407
19008;WFDBRecords/20/200/JS19408
19009;WFDBRecords/20/200/JS19409
19010;WFDBRecords/20/200/JS19410
19011;WFDBRecords/20/200/JS19411
19012;WFDBRecords/20/200/JS19412
19013;WFDBRecords/20/200/JS19413
19014;WFDBRecords/20/200/JS19414
19015;WFDBRecords/20/200/JS19415
19016;WFDBRecords/20/200/JS19416
19017;WFDBRecords/20/200/JS19417
19018;WFDBRecords/20/200/JS19418
19019;WFDBRecords/20/200/JS19419
19020;WFDBRecords/20/200/JS19420
19021;WFDBRecords/20/200/JS19421
19022;WFDBRecords/20/200/JS19422
19023;WFDBRecords/20/200/JS19423
19024;WFDBRecords/20/200/JS19424
19025;WFDBRecords/20/200/JS19425
19026;WFDBRecords/20/200/JS19426
19027;WFDBRecords/20/200/JS19427
19028;WFDBRecords/20/200/JS19428
19029;WFDBRecords/20/200/JS19429
19030;WFDBRecords/20/200/JS19430
19031;WFDBRecords/20/200/JS19431
19032;WFDBRecords/20/200/JS19432
19033;WFDBRecords/20/200/JS19433
19034;WFDBRecords/20/200/JS19434
19035;WFDBRecords/20/200/JS19435
19036;WFDBRecords/20/200/JS19436
19037;WFDBRecords/20/200/JS19437
19038;WFDBRecords/20/200/JS19438
19039;WFDBRecords/20/200/JS19439
19040;WFDBRecords/20/200/JS19440
19041;WFDBRecords/20/200/JS19441
19042;WFDBRecords/20/200/JS19442
19043;WFDBRecords/20/200/JS19443
19044;WFDBRecords/20/200/JS19444
19045;WFDBRecords/20/200/JS19445
19046;WFDBRecords/20/200/JS19446
19047;WFDBRecords/20/200/JS19447
19048;WFDBRecords/20/200/JS19448
19049;WFDBRecords/20/200/JS19449
19050;WFDBRecords/20/200/JS19450
19051;WFDBRecords/20/200/JS19451
19052;WFDBRecords/20/200/JS19452
19053;WFDBRecords/20/200/JS19453
19054;WFDBRecords/20/200/JS19454
19055;WFDBRecords/20/200/JS19455
19056;WFDBRecords/20/200/JS19456
19057;WFDBRecords/20/200/JS19457
19058;WFDBRecords/20/200/JS19458
19059;WFDBRecords/20/200/JS19459
19060;WFDBRecords/20/200/JS19460
19061;WFDBRecords/20/200/JS19461
19062;WFDBRecords/20/200/JS19462
19063;WFDBRecords/20/200/JS19463
19064;WFDBRecords/20/200/JS19464
19065;WFDBRecords/20/200/JS19465
19066;WFDBRecords/20/200/JS19466
19067;WFDBRecords/20/200/JS19467
19068;WFDBRecords/20/200/JS19468
19069;WFDBRecords/20/200/JS19469
19070;WFDBRecords/20/200/JS19470
19071;WFDBRecords/20/200/JS19471
19072;WFDBRecords/20/200/JS19472
19073;WFDBRecords/20/200/JS19473
19074;WFDBRecords/20/200/JS19474
19075;WFDBRecords/20/200/JS19475
19076;WFDBRecords/20/200/JS19476
19077;WFDBRecords/20/200/JS19477
19078;WFDBRecords/20/200/JS19478
19079;WFDBRecords/20/200/JS19479
19080;WFDBRecords/20/200/JS19480
19081;WFDBRecords/20/200/JS19481
19082;WFDBRecords/20/200/JS19482
19083;WFDBRecords/20/200/JS19483
19084;WFDBRecords/20/200/JS19484
19085;WFDBRecords/20/200/JS19485
19086;WFDBRecords/20/200/JS19486
19087;WFDBRecords/20/200/JS19487
19088;WFDBRecords/20/200/JS19488
19089;WFDBRecords/20/200/JS19489
19090;WFDBRecords/20/200/JS19490
19091;WFDBRecords/20/200/JS19491
19092;WFDBRecords/20/200/JS19492
19093;WFDBRecords/20/200/JS19493
19094;WFDBRecords/20/200/JS19494
19095;WFDBRecords/20/200/JS19495
19096;WFDBRecords/20/200/JS19496
19097;WFDBRecords/20/200/JS19497
19098;WFDBRecords/20/200/JS19498
19099;WFDBRecords/20/200/JS19499
19100;WFDBRecords/20/201/JS19500
19101;WFDBRecords/20/201/JS19501
19102;WFDBRecords/20/201/JS19502
19103;WFDBRecords/20/201/JS19503
19104;WFDBRecords/20/201/JS19504
19105;WFDBRecords/20/201/JS19505
19106;WFDBRecords/20/201/JS19506
19107;WFDBRecords/20/201/JS19507
19108;WFDBRecords/20/201/JS19508
19109;WFDBRecords/20/201/JS19509
19110;WFDBRecords/20/201/JS19510
19111;WFDBRecords/20/201/JS19511
19112;WFDBRecords/20/201/JS19512
19113;WFDBRecords/20/201/JS19513
19114;WFDBRecords/20/201/JS19514
19115;WFDBRecords/20/201/JS19515
19116;WFDBRecords/20/201/JS19516
19117;WFDBRecords/20/201/JS19517
19118;WFDBRecords/20/201/JS19518
19119;WFDBRecords/20/201/JS19519
19120;WFDBRecords/20/201/JS19520
19121;WFDBRecords/20/201/JS19521
19122;WFDBRecords/20/201/JS19522
19123;WFDBRecords/20/201/JS19523
19124;WFDBRecords/20/201/JS19524
19125;WFDBRecords/20/201/JS19525
19126;WFDBRecords/20/201/JS19526
19127;WFDBRecords/20/201/JS19527
19128;WFDBRecords/20/201/JS19528
19129;WFDBRecords/20/201/JS19529
19130;WFDBRecords/20/201/JS19530
19131;WFDBRecords/20/201/JS19531
19132;WFDBRecords/20/201/JS19532
19133;WFDBRecords/20/201/JS19533
19134;WFDBRecords/20/201/JS19534
19135;WFDBRecords/20/201/JS19535
19136;WFDBRecords/20/201/JS19536
19137;WFDBRecords/20/201/JS19537
19138;WFDBRecords/20/201/JS19538
19139;WFDBRecords/20/201/JS19539
19140;WFDBRecords/20/201/JS19540
19141;WFDBRecords/20/201/JS19541
19142;WFDBRecords/20/201/JS19542
19143;WFDBRecords/20/201/JS19543
19144;WFDBRecords/20/201/JS19544
19145;WFDBRecords/20/201/JS19545
19146;WFDBRecords/20/201/JS19546
19147;WFDBRecords/20/201/JS19547
19148;WFDBRecords/20/201/JS19548
19149;WFDBRecords/20/201/JS19549
19150;WFDBRecords/20/201/JS19550
19151;WFDBRecords/20/201/JS19551
19152;WFDBRecords/20/201/JS19552
19153;WFDBRecords/20/201/JS19553
19154;WFDBRecords/20/201/JS19554
19155;WFDBRecords/20/201/JS19555
19156;WFDBRecords/20/201/JS19556
19157;WFDBRecords/20/201/JS19557
19158;WFDBRecords/20/201/JS19558
19159;WFDBRecords/20/201/JS19559
19160;WFDBRecords/20/201/JS19560
19161;WFDBRecords/20/201/JS19561
19162;WFDBRecords/20/201/JS19562
19163;WFDBRecords/20/201/JS19563
19164;WFDBRecords/20/201/JS19564
19165;WFDBRecords/20/201/JS19565
19166;WFDBRecords/20/201/JS19566
19167;WFDBRecords/20/201/JS19567
19168;WFDBRecords/20/201/JS19568
19169;WFDBRecords/20/201/JS19569
19170;WFDBRecords/20/201/JS19570
19171;WFDBRecords/20/201/JS19571
19172;WFDBRecords/20/201/JS19572
19173;WFDBRecords/20/201/JS19573
19174;WFDBRecords/20/201/JS19574
19175;WFDBRecords/20/201/JS19575
19176;WFDBRecords/20/201/JS19576
19177;WFDBRecords/20/201/JS19577
19178;WFDBRecords/20/201/JS19578
19179;WFDBRecords/20/201/JS19579
19180;WFDBRecords/20/201/JS19580
19181;WFDBRecords/20/201/JS19581
19182;WFDBRecords/20/201/JS19582
19183;WFDBRecords/20/201/JS19583
19184;WFDBRecords/20/201/JS19584
19185;WFDBRecords/20/201/JS19585
19186;WFDBRecords/20/201/JS19586
19187;WFDBRecords/20/201/JS19587
19188;WFDBRecords/20/201/JS19588
19189;WFDBRecords/20/201/JS19589
19190;WFDBRecords/20/201/JS19590
19191;WFDBRecords/20/201/JS19591
19192;WFDBRecords/20/201/JS19592
19193;WFDBRecords/20/201/JS19593
19194;WFDBRecords/20/201/JS19594
19195;WFDBRecords/20/201/JS19595
19196;WFDBRecords/20/201/JS19596
19197;WFDBRecords/20/201/JS19597
19198;WFDBRecords/20/201/JS19598
19199;WFDBRecords/20/201/JS19599
19200;WFDBRecords/20/202/JS19600
19201;WFDBRecords/20/202/JS19601
19202;WFDBRecords/20/202/JS19602
19203;WFDBRecords/20/202/JS19603
19204;WFDBRecords/20/202/JS19604
19205;WFDBRecords/20/202/JS19605
19206;WFDBRecords/20/202/JS19606
19207;WFDBRecords/20/202/JS19607
19208;WFDBRecords/20/202/JS19608
19209;WFDBRecords/20/202/JS19609
19210;WFDBRecords/20/202/JS19610
19211;WFDBRecords/20/202/JS19611
19212;WFDBRecords/20/202/JS19612
19213;WFDBRecords/20/202/JS19613
19214;WFDBRecords/20/202/JS19614
19215;WFDBRecords/20/202/JS19615
19216;WFDBRecords/20/202/JS19616
19217;WFDBRecords/20/202/JS19617
19218;WFDBRecords/20/202/JS19618
19219;WFDBRecords/20/202/JS19619
19220;WFDBRecords/20/202/JS19620
19221;WFDBRecords/20/202/JS19621
19222;WFDBRecords/20/202/JS19622
19223;WFDBRecords/20/202/JS19623
19224;WFDBRecords/20/202/JS19624
19225;WFDBRecords/20/202/JS19625
19226;WFDBRecords/20/202/JS19626
19227;WFDBRecords/20/202/JS19627
19228;WFDBRecords/20/202/JS19628
19229;WFDBRecords/20/202/JS19629
19230;WFDBRecords/20/202/JS19630
19231;WFDBRecords/20/202/JS19631
19232;WFDBRecords/20/202/JS19632
19233;WFDBRecords/20/202/JS19633
19234;WFDBRecords/20/202/JS19634
19235;WFDBRecords/20/202/JS19635
19236;WFDBRecords/20/202/JS19636
19237;WFDBRecords/20/202/JS19637
19238;WFDBRecords/20/202/JS19638
19239;WFDBRecords/20/202/JS19639
19240;WFDBRecords/20/202/JS19640
19241;WFDBRecords/20/202/JS19641
19242;WFDBRecords/20/202/JS19642
19243;WFDBRecords/20/202/JS19643
19244;WFDBRecords/20/202/JS19644
19245;WFDBRecords/20/202/JS19645
19246;WFDBRecords/20/202/JS19646
19247;WFDBRecords/20/202/JS19647
19248;WFDBRecords/20/202/JS19648
19249;WFDBRecords/20/202/JS19649
19250;WFDBRecords/20/202/JS19650
19251;WFDBRecords/20/202/JS19651
19252;WFDBRecords/20/202/JS19652
19253;WFDBRecords/20/202/JS19653
19254;WFDBRecords/20/202/JS19654
19255;WFDBRecords/20/202/JS19655
19256;WFDBRecords/20/202/JS19656
19257;WFDBRecords/20/202/JS19657
19258;WFDBRecords/20/202/JS19658
19259;WFDBRecords/20/202/JS19659
19260;WFDBRecords/20/202/JS19660
19261;WFDBRecords/20/202/JS19661
19262;WFDBRecords/20/202/JS19662
19263;WFDBRecords/20/202/JS19663
19264;WFDBRecords/20/202/JS19664
19265;WFDBRecords/20/202/JS19665
19266;WFDBRecords/20/202/JS19666
19267;WFDBRecords/20/202/JS19667
19268;WFDBRecords/20/202/JS19668
19269;WFDBRecords/20/202/JS19669
19270;WFDBRecords/20/202/JS19670
19271;WFDBRecords/20/202/JS19671
19272;WFDBRecords/20/202/JS19672
19273;WFDBRecords/20/202/JS19673
19274;WFDBRecords/20/202/JS19674
19275;WFDBRecords/20/202/JS19675
19276;WFDBRecords/20/202/JS19676
19277;WFDBRecords/20/202/JS19677
19278;WFDBRecords/20/202/JS19678
19279;WFDBRecords/20/202/JS19679
19280;WFDBRecords/20/202/JS19680
19281;WFDBRecords/20/202/JS19681
19282;WFDBRecords/20/202/JS19682
19283;WFDBRecords/20/202/JS19683
19284;WFDBRecords/20/202/JS19684
19285;WFDBRecords/20/202/JS19685
19286;WFDBRecords/20/202/JS19686
19287;WFDBRecords/20/202/JS19687
19288;WFDBRecords/20/202/JS19688
19289;WFDBRecords/20/202/JS19689
19290;WFDBRecords/20/202/JS19690
19291;WFDBRecords/20/202/JS19691
19292;WFDBRecords/20/202/JS19692
19293;WFDBRecords/20/202/JS19693
19294;WFDBRecords/20/202/JS19694
19295;WFDBRecords/20/202/JS19695
19296;WFDBRecords/20/202/JS19696
19297;WFDBRecords/20/202/JS19697
19298;WFDBRecords/20/202/JS19698
19299;WFDBRecords/20/202/JS19699
19300;WFDBRecords/20/203/JS19700
19301;WFDBRecords/20/203/JS19701
19302;WFDBRecords/20/203/JS19702
19303;WFDBRecords/20/203/JS19703
19304;WFDBRecords/20/203/JS19704
19305;WFDBRecords/20/203/JS19705
19306;WFDBRecords/20/203/JS19706
19307;WFDBRecords/20/203/JS19707
19308;WFDBRecords/20/203/JS19708
19309;WFDBRecords/20/203/JS19709
19310;WFDBRecords/20/203/JS19710
19311;WFDBRecords/20/203/JS19711
19312;WFDBRecords/20/203/JS19712
19313;WFDBRecords/20/203/JS19713
19314;WFDBRecords/20/203/JS19714
19315;WFDBRecords/20/203/JS19715
19316;WFDBRecords/20/203/JS19716
19317;WFDBRecords/20/203/JS19717
19318;WFDBRecords/20/203/JS19718
19319;WFDBRecords/20/203/JS19719
19320;WFDBRecords/20/203/JS19720
19321;WFDBRecords/20/203/JS19721
19322;WFDBRecords/20/203/JS19722
19323;WFDBRecords/20/203/JS19723
19324;WFDBRecords/20/203/JS19724
19325;WFDBRecords/20/203/JS19725
19326;WFDBRecords/20/203/JS19726
19327;WFDBRecords/20/203/JS19727
19328;WFDBRecords/20/203/JS19728
19329;WFDBRecords/20/203/JS19729
19330;WFDBRecords/20/203/JS19730
19331;WFDBRecords/20/203/JS19731
19332;WFDBRecords/20/203/JS19732
19333;WFDBRecords/20/203/JS19733
19334;WFDBRecords/20/203/JS19734
19335;WFDBRecords/20/203/JS19735
19336;WFDBRecords/20/203/JS19736
19337;WFDBRecords/20/203/JS19737
19338;WFDBRecords/20/203/JS19738
19339;WFDBRecords/20/203/JS19739
19340;WFDBRecords/20/203/JS19740
19341;WFDBRecords/20/203/JS19741
19342;WFDBRecords/20/203/JS19742
19343;WFDBRecords/20/203/JS19743
19344;WFDBRecords/20/203/JS19744
19345;WFDBRecords/20/203/JS19745
19346;WFDBRecords/20/203/JS19746
19347;WFDBRecords/20/203/JS19747
19348;WFDBRecords/20/203/JS19748
19349;WFDBRecords/20/203/JS19749
19350;WFDBRecords/20/203/JS19750
19351;WFDBRecords/20/203/JS19751
19352;WFDBRecords/20/203/JS19752
19353;WFDBRecords/20/203/JS19753
19354;WFDBRecords/20/203/JS19754
19355;WFDBRecords/20/203/JS19755
19356;WFDBRecords/20/203/JS19756
19357;WFDBRecords/20/203/JS19757
19358;WFDBRecords/20/203/JS19758
19359;WFDBRecords/20/203/JS19759
19360;WFDBRecords/20/203/JS19760
19361;WFDBRecords/20/203/JS19761
19362;WFDBRecords/20/203/JS19762
19363;WFDBRecords/20/203/JS19763
19364;WFDBRecords/20/203/JS19764
19365;WFDBRecords/20/203/JS19765
19366;WFDBRecords/20/203/JS19766
19367;WFDBRecords/20/203/JS19767
19368;WFDBRecords/20/203/JS19768
19369;WFDBRecords/20/203/JS19769
19370;WFDBRecords/20/203/JS19770
19371;WFDBRecords/20/203/JS19771
19372;WFDBRecords/20/203/JS19772
19373;WFDBRecords/20/203/JS19773
19374;WFDBRecords/20/203/JS19774
19375;WFDBRecords/20/203/JS19775
19376;WFDBRecords/20/203/JS19776
19377;WFDBRecords/20/203/JS19777
19378;WFDBRecords/20/203/JS19778
19379;WFDBRecords/20/203/JS19779
19380;WFDBRecords/20/203/JS19780
19381;WFDBRecords/20/203/JS19781
19382;WFDBRecords/20/203/JS19782
19383;WFDBRecords/20/203/JS19783
19384;WFDBRecords/20/203/JS19784
19385;WFDBRecords/20/203/JS19785
19386;WFDBRecords/20/203/JS19786
19387;WFDBRecords/20/203/JS19787
19388;WFDBRecords/20/203/JS19788
19389;WFDBRecords/20/203/JS19789
19390;WFDBRecords/20/203/JS19790
19391;WFDBRecords/20/203/JS19791
19392;WFDBRecords/20/203/JS19792
19393;WFDBRecords/20/203/JS19793
19394;WFDBRecords/20/203/JS19794
19395;WFDBRecords/20/203/JS19795
19396;WFDBRecords/20/203/JS19796
19397;WFDBRecords/20/203/JS19797
19398;WFDBRecords/20/203/JS19798
19399;WFDBRecords/20/203/JS19799
19400;WFDBRecords/20/204/JS19800
19401;WFDBRecords/20/204/JS19801
19402;WFDBRecords/20/204/JS19802
19403;WFDBRecords/20/204/JS19803
19404;WFDBRecords/20/204/JS19804
19405;WFDBRecords/20/204/JS19805
19406;WFDBRecords/20/204/JS19806
19407;WFDBRecords/20/204/JS19807
19408;WFDBRecords/20/204/JS19808
19409;WFDBRecords/20/204/JS19809
19410;WFDBRecords/20/204/JS19810
19411;WFDBRecords/20/204/JS19811
19412;WFDBRecords/20/204/JS19812
19413;WFDBRecords/20/204/JS19813
19414;WFDBRecords/20/204/JS19814
19415;WFDBRecords/20/204/JS19815
19416;WFDBRecords/20/204/JS19816
19417;WFDBRecords/20/204/JS19817
19418;WFDBRecords/20/204/JS19818
19419;WFDBRecords/20/204/JS19819
19420;WFDBRecords/20/204/JS19820
19421;WFDBRecords/20/204/JS19821
19422;WFDBRecords/20/204/JS19822
19423;WFDBRecords/20/204/JS19823
19424;WFDBRecords/20/204/JS19824
19425;WFDBRecords/20/204/JS19825
19426;WFDBRecords/20/204/JS19826
19427;WFDBRecords/20/204/JS19827
19428;WFDBRecords/20/204/JS19828
19429;WFDBRecords/20/204/JS19829
19430;WFDBRecords/20/204/JS19830
19431;WFDBRecords/20/204/JS19831
19432;WFDBRecords/20/204/JS19832
19433;WFDBRecords/20/204/JS19833
19434;WFDBRecords/20/204/JS19834
19435;WFDBRecords/20/204/JS19835
19436;WFDBRecords/20/204/JS19836
19437;WFDBRecords/20/204/JS19837
19438;WFDBRecords/20/204/JS19838
19439;WFDBRecords/20/204/JS19839
19440;WFDBRecords/20/204/JS19840
19441;WFDBRecords/20/204/JS19841
19442;WFDBRecords/20/204/JS19842
19443;WFDBRecords/20/204/JS19843
19444;WFDBRecords/20/204/JS19844
19445;WFDBRecords/20/204/JS19845
19446;WFDBRecords/20/204/JS19846
19447;WFDBRecords/20/204/JS19847
19448;WFDBRecords/20/204/JS19848
19449;WFDBRecords/20/204/JS19849
19450;WFDBRecords/20/204/JS19850
19451;WFDBRecords/20/204/JS19851
19452;WFDBRecords/20/204/JS19852
19453;WFDBRecords/20/204/JS19853
19454;WFDBRecords/20/204/JS19854
19455;WFDBRecords/20/204/JS19855
19456;WFDBRecords/20/204/JS19856
19457;WFDBRecords/20/204/JS19857
19458;WFDBRecords/20/204/JS19858
19459;WFDBRecords/20/204/JS19859
19460;WFDBRecords/20/204/JS19860
19461;WFDBRecords/20/204/JS19861
19462;WFDBRecords/20/204/JS19862
19463;WFDBRecords/20/204/JS19863
19464;WFDBRecords/20/204/JS19864
19465;WFDBRecords/20/204/JS19865
19466;WFDBRecords/20/204/JS19866
19467;WFDBRecords/20/204/JS19867
19468;WFDBRecords/20/204/JS19868
19469;WFDBRecords/20/204/JS19869
19470;WFDBRecords/20/204/JS19870
19471;WFDBRecords/20/204/JS19871
19472;WFDBRecords/20/204/JS19872
19473;WFDBRecords/20/204/JS19873
19474;WFDBRecords/20/204/JS19874
19475;WFDBRecords/20/204/JS19875
19476;WFDBRecords/20/204/JS19876
19477;WFDBRecords/20/204/JS19877
19478;WFDBRecords/20/204/JS19878
19479;WFDBRecords/20/204/JS19879
19480;WFDBRecords/20/204/JS19880
19481;WFDBRecords/20/204/JS19881
19482;WFDBRecords/20/204/JS19882
19483;WFDBRecords/20/204/JS19883
19484;WFDBRecords/20/204/JS19884
19485;WFDBRecords/20/204/JS19885
19486;WFDBRecords/20/204/JS19886
19487;WFDBRecords/20/204/JS19887
19488;WFDBRecords/20/204/JS19888
19489;WFDBRecords/20/204/JS19889
19490;WFDBRecords/20/204/JS19890
19491;WFDBRecords/20/204/JS19891
19492;WFDBRecords/20/204/JS19892
19493;WFDBRecords/20/204/JS19893
19494;WFDBRecords/20/204/JS19894
19495;WFDBRecords/20/204/JS19895
19496;WFDBRecords/20/204/JS19896
19497;WFDBRecords/20/204/JS19897
19498;WFDBRecords/20/204/JS19898
19499;WFDBRecords/20/204/JS19899
19500;WFDBRecords/20/205/JS19900
19501;WFDBRecords/20/205/JS19901
19502;WFDBRecords/20/205/JS19902
19503;WFDBRecords/20/205/JS19903
19504;WFDBRecords/20/205/JS19904
19505;WFDBRecords/20/205/JS19905
19506;WFDBRecords/20/205/JS19906
19507;WFDBRecords/20/205/JS19907
19508;WFDBRecords/20/205/JS19908
19509;WFDBRecords/20/205/JS19909
19510;WFDBRecords/20/205/JS19910
19511;WFDBRecords/20/205/JS19911
19512;WFDBRecords/20/205/JS19912
19513;WFDBRecords/20/205/JS19913
19514;WFDBRecords/20/205/JS19914
19515;WFDBRecords/20/205/JS19915
19516;WFDBRecords/20/205/JS19916
19517;WFDBRecords/20/205/JS19917
19518;WFDBRecords/20/205/JS19918
19519;WFDBRecords/20/205/JS19919
19520;WFDBRecords/20/205/JS19920
19521;WFDBRecords/20/205/JS19921
19522;WFDBRecords/20/205/JS19922
19523;WFDBRecords/20/205/JS19923
19524;WFDBRecords/20/205/JS19924
19525;WFDBRecords/20/205/JS19925
19526;WFDBRecords/20/205/JS19926
19527;WFDBRecords/20/205/JS19927
19528;WFDBRecords/20/205/JS19928
19529;WFDBRecords/20/205/JS19929
19530;WFDBRecords/20/205/JS19930
19531;WFDBRecords/20/205/JS19931
19532;WFDBRecords/20/205/JS19932
19533;WFDBRecords/20/205/JS19933
19534;WFDBRecords/20/205/JS19934
19535;WFDBRecords/20/205/JS19935
19536;WFDBRecords/20/205/JS19936
19537;WFDBRecords/20/205/JS19937
19538;WFDBRecords/20/205/JS19938
19539;WFDBRecords/20/205/JS19939
19540;WFDBRecords/20/205/JS19940
19541;WFDBRecords/20/205/JS19941
19542;WFDBRecords/20/205/JS19942
19543;WFDBRecords/20/205/JS19943
19544;WFDBRecords/20/205/JS19944
19545;WFDBRecords/20/205/JS19945
19546;WFDBRecords/20/205/JS19946
19547;WFDBRecords/20/205/JS19947
19548;WFDBRecords/20/205/JS19948
19549;WFDBRecords/20/205/JS19949
19550;WFDBRecords/20/205/JS19950
19551;WFDBRecords/20/205/JS19951
19552;WFDBRecords/20/205/JS19952
19553;WFDBRecords/20/205/JS19953
19554;WFDBRecords/20/205/JS19954
19555;WFDBRecords/20/205/JS19955
19556;WFDBRecords/20/205/JS19956
19557;WFDBRecords/20/205/JS19957
19558;WFDBRecords/20/205/JS19958
19559;WFDBRecords/20/205/JS19959
19560;WFDBRecords/20/205/JS19960
19561;WFDBRecords/20/205/JS19961
19562;WFDBRecords/20/205/JS19962
19563;WFDBRecords/20/205/JS19963
19564;WFDBRecords/20/205/JS19964
19565;WFDBRecords/20/205/JS19965
19566;WFDBRecords/20/205/JS19966
19567;WFDBRecords/20/205/JS19967
19568;WFDBRecords/20/205/JS19968
19569;WFDBRecords/20/205/JS19969
19570;WFDBRecords/20/205/JS19970
19571;WFDBRecords/20/205/JS19971
19572;WFDBRecords/20/205/JS19972
19573;WFDBRecords/20/205/JS19973
19574;WFDBRecords/20/205/JS19974
19575;WFDBRecords/20/205/JS19975
19576;WFDBRecords/20/205/JS19976
19577;WFDBRecords/20/205/JS19977
19578;WFDBRecords/20/205/JS19978
19579;WFDBRecords/20/205/JS19979
19580;WFDBRecords/20/205/JS19980
19581;WFDBRecords/20/205/JS19981
19582;WFDBRecords/20/205/JS19982
19583;WFDBRecords/20/205/JS19983
19584;WFDBRecords/20/205/JS19984
19585;WFDBRecords/20/205/JS19985
19586;WFDBRecords/20/205/JS19986
19587;WFDBRecords/20/205/JS19987
19588;WFDBRecords/20/205/JS19988
19589;WFDBRecords/20/205/JS19989
19590;WFDBRecords/20/205/JS19990
19591;WFDBRecords/20/205/JS19991
19592;WFDBRecords/20/205/JS19992
19593;WFDBRecords/20/205/JS19993
19594;WFDBRecords/20/205/JS19994
19595;WFDBRecords/20/205/JS19995
19596;WFDBRecords/20/205/JS19996
19597;WFDBRecords/20/205/JS19997
19598;WFDBRecords/20/205/JS19998
19599;WFDBRecords/20/205/JS19999
19600;WFDBRecords/20/206/JS20000
19601;WFDBRecords/20/206/JS20001
19602;WFDBRecords/20/206/JS20002
19603;WFDBRecords/20/206/JS20003
19604;WFDBRecords/20/206/JS20004
19605;WFDBRecords/20/206/JS20005
19606;WFDBRecords/20/206/JS20006
19607;WFDBRecords/20/206/JS20007
19608;WFDBRecords/20/206/JS20008
19609;WFDBRecords/20/206/JS20009
19610;WFDBRecords/20/206/JS20010
19611;WFDBRecords/20/206/JS20011
19612;WFDBRecords/20/206/JS20012
19613;WFDBRecords/20/206/JS20013
19614;WFDBRecords/20/206/JS20014
19615;WFDBRecords/20/206/JS20015
19616;WFDBRecords/20/206/JS20016
19617;WFDBRecords/20/206/JS20017
19618;WFDBRecords/20/206/JS20018
19619;WFDBRecords/20/206/JS20019
19620;WFDBRecords/20/206/JS20020
19621;WFDBRecords/20/206/JS20021
19622;WFDBRecords/20/206/JS20022
19623;WFDBRecords/20/206/JS20023
19624;WFDBRecords/20/206/JS20024
19625;WFDBRecords/20/206/JS20025
19626;WFDBRecords/20/206/JS20026
19627;WFDBRecords/20/206/JS20027
19628;WFDBRecords/20/206/JS20028
19629;WFDBRecords/20/206/JS20029
19630;WFDBRecords/20/206/JS20030
19631;WFDBRecords/20/206/JS20031
19632;WFDBRecords/20/206/JS20032
19633;WFDBRecords/20/206/JS20033
19634;WFDBRecords/20/206/JS20034
19635;WFDBRecords/20/206/JS20035
19636;WFDBRecords/20/206/JS20036
19637;WFDBRecords/20/206/JS20037
19638;WFDBRecords/20/206/JS20038
19639;WFDBRecords/20/206/JS20039
19640;WFDBRecords/20/206/JS20040
19641;WFDBRecords/20/206/JS20041
19642;WFDBRecords/20/206/JS20042
19643;WFDBRecords/20/206/JS20043
19644;WFDBRecords/20/206/JS20044
19645;WFDBRecords/20/206/JS20045
19646;WFDBRecords/20/206/JS20046
19647;WFDBRecords/20/206/JS20047
19648;WFDBRecords/20/206/JS20048
19649;WFDBRecords/20/206/JS20049
19650;WFDBRecords/20/206/JS20050
19651;WFDBRecords/20/206/JS20051
19652;WFDBRecords/20/206/JS20052
19653;WFDBRecords/20/206/JS20053
19654;WFDBRecords/20/206/JS20054
19655;WFDBRecords/20/206/JS20055
19656;WFDBRecords/20/206/JS20056
19657;WFDBRecords/20/206/JS20057
19658;WFDBRecords/20/206/JS20058
19659;WFDBRecords/20/206/JS20059
19660;WFDBRecords/20/206/JS20060
19661;WFDBRecords/20/206/JS20061
19662;WFDBRecords/20/206/JS20062
19663;WFDBRecords/20/206/JS20063
19664;WFDBRecords/20/206/JS20064
19665;WFDBRecords/20/206/JS20065
19666;WFDBRecords/20/206/JS20066
19667;WFDBRecords/20/206/JS20067
19668;WFDBRecords/20/206/JS20068
